item,itemLabel,year,journalLabel,languageOfWorkLabel,mainSubjectLabel,authors
http://www.wikidata.org/entity/Q27042389,VIAFbot and the Integration of Library Data on Wikipedia,2013-10-14T00:00:00Z,Code4Lib Journal,English,Wikidata,"Maximilian Klein, Alex Kyrios"
http://www.wikidata.org/entity/Q27042389,VIAFbot and the Integration of Library Data on Wikipedia,2013-10-14T00:00:00Z,Code4Lib Journal,English,English Wikipedia,"Maximilian Klein, Alex Kyrios"
http://www.wikidata.org/entity/Q27042389,VIAFbot and the Integration of Library Data on Wikipedia,2013-10-14T00:00:00Z,Code4Lib Journal,English,Wikipedia,"Maximilian Klein, Alex Kyrios"
http://www.wikidata.org/entity/Q56235886,Wikidata as semantic representation platform of the scientific achievements of the biomedical Collaborative Research Centre 1002,2018-08-27T00:00:00Z,German medical science : GMS e-journal,English,scholarly communication,"Daniel Mietchen, Markus Suhr, Harald Kusch, Najko Jahn"
http://www.wikidata.org/entity/Q100979562,Analyzing Wikidata Transclusion on English Wikipedia,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,Wikidata,Isaac Johnson
http://www.wikidata.org/entity/Q119958789,The DARPA Wikipedia overlay Wikidata as an ontology for natural language processing,2023-06-01T00:00:00Z,Proceedings of the 19th Joint ACL - ISO Workshop on Interoperable Semantic Annotation (ISA-19),English,Allen's interval algebra,
http://www.wikidata.org/entity/Q110229272,GraphQL for WikiData (WikiCite),2021-12-20T00:00:00Z,,,WikiCite,Roderic D. M. Page
http://www.wikidata.org/entity/Q100979562,Analyzing Wikidata Transclusion on English Wikipedia,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,English Wikipedia,Isaac Johnson
http://www.wikidata.org/entity/Q100979562,Analyzing Wikidata Transclusion on English Wikipedia,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,Wikipedia,Isaac Johnson
http://www.wikidata.org/entity/Q106967675,Wikidata now knows every street in Dresden. Field report from the Dresden Wikipedia community,2021-05-25T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,Stefan Kühn
http://www.wikidata.org/entity/Q115121140,Mapping Process for the Task: Wikidata Statements to Text as Wikipedia Sentences,2022-10-23T00:00:00Z,,English,Wikidata,
http://www.wikidata.org/entity/Q106967675,Wikidata now knows every street in Dresden. Field report from the Dresden Wikipedia community,2021-05-25T00:00:00Z,saxorum.hypotheses.org,German,Wikipedia,Stefan Kühn
http://www.wikidata.org/entity/Q115121140,Mapping Process for the Task: Wikidata Statements to Text as Wikipedia Sentences,2022-10-23T00:00:00Z,,English,Wikipedia,
http://www.wikidata.org/entity/Q110768110,Bibliometric analysis with Wikidata: the Comunicar case,2022-01-13T00:00:00Z,BiD: Textos Universitaris de Biblioteconomia i Documentació,Spanish,Wikidata,Ángel Obregón Sierra
http://www.wikidata.org/entity/Q116284796,Inside the Alexa-Friendly World of Wikidata,2019-02-18T00:00:00Z,Wired,,Alexa Internet,
http://www.wikidata.org/entity/Q107593754,Digitale Heimatforschung mit Wikidata – ein Workshopbericht über verlinkendes Datendenken,2021-07-20T00:00:00Z,saxorum.hypotheses.org,German,domestic studies,Jens Bemme
http://www.wikidata.org/entity/Q107593754,Digitale Heimatforschung mit Wikidata – ein Workshopbericht über verlinkendes Datendenken,2021-07-20T00:00:00Z,saxorum.hypotheses.org,German,homeland research,Jens Bemme
http://www.wikidata.org/entity/Q27975935,Opportunities and challenges presented by Wikidata in the context of biocuration,2016-11-29T00:00:00Z,Proceedings of the Joint International Conference on Biological Ontology and BioCreative,English,bioinformatics,"Andra Waagmeester, Benjamin M. Good, Andrew I. Su, Sebastian Burgstaller-Muehlbacher, Elvira Mitraka, Timothy Elliott Putman"
http://www.wikidata.org/entity/Q121536471,Die Datenlaube is coming to school: links and sources for special learning achievements,2023-08-17T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,"Jens Bemme, Juliane Flade"
http://www.wikidata.org/entity/Q104150944,A Novel Method for Resolving and Completing Authors’ Country Affiliation Data in Bibliographic Records,2020-07-09T00:00:00Z,Journal of Data and Information Science,,research assessment,
http://www.wikidata.org/entity/Q66385171,Community digest: Virtual exhibitions help make Estonian artworks accessible to everyone,2018-07-21T00:00:00Z,Wikimedia Blog,English,Wikimedia Commons,
http://www.wikidata.org/entity/Q56883909,Was ist Wikidata und wie kann es die bibliothekarische Arbeit unterstützen?,2018-07-04T00:00:00Z,"ABI Technik, Zeitschrift für Automation, Bau und Technik im Archiv-, Bibliotheks- und Informationswesen",German,Wikidata,Adrian Pohl
http://www.wikidata.org/entity/Q121536471,Die Datenlaube is coming to school: links and sources for special learning achievements,2023-08-17T00:00:00Z,saxorum.hypotheses.org,German,Kamenz Wochenschrift,"Jens Bemme, Juliane Flade"
http://www.wikidata.org/entity/Q119499972,Citizen Science in the Historical Sciences,2023-06-14T00:00:00Z,Die Datenlaube,German,digital object identifier,Christian Erlinger
http://www.wikidata.org/entity/Q110679073,Spolupráce s Institutem umění-Divadelním ústavem – aneb proč by každá instituce měla mít wikidatistu-rezidenta,2020-11-20T00:00:00Z,Wikimedia Czech Republic Blog,,Wikidata,Vojtěch Dostál
http://www.wikidata.org/entity/Q97090036,Tecnologias da web semântica para a recuperação da informação no wikidata,2019-01-04T00:00:00Z,RDBCI: Revista Digital de Biblioteconomia e Ciência da Informação,Portuguese,Wikidata,José Eduardo Santarem Segundo
http://www.wikidata.org/entity/Q107009138,Knowledge Graph Based Synthetic Corpus Generation for Knowledge-Enhanced Language Model Pre-training,2021-03-13T00:00:00Z,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,English,natural language generation,Rami Al-Rfou
http://www.wikidata.org/entity/Q100988209,"Baumnetze, Landesgeschichte und offene Datenberge – Wissen durch Knotenbildung mit Wikidata zum 8.",2020-10-29T00:00:00Z,saxorum.hypotheses.org,German,Wikidata Day,Jens Bemme
http://www.wikidata.org/entity/Q108927206,Modeling Syntactic Dependency Relationships in Wikidata Lexicographical Data,2021-01-01T00:00:00Z,Proceedings of the 2nd Wikidata Workshop (Wikidata 2021),English,Wikidata,Mahir Morshed
http://www.wikidata.org/entity/Q51902990,Recoin: Relative Completeness in Wikidata,2018-04-01T00:00:00Z,Wiki Workshop 2018,English,Wikidata,"Vevake Balaraman, Werner Nutt, Simon Razniewski"
http://www.wikidata.org/entity/Q107573009,‚The Data Arbor‘: Open Citizen Science with Linked Open Storytelling in Unlocking the ‚Garden Arbor‘,2021-08-02T00:00:00Z,Public Humanities,German,Linked Open Storytelling,Jens Bemme
http://www.wikidata.org/entity/Q107593754,Digitale Heimatforschung mit Wikidata – ein Workshopbericht über verlinkendes Datendenken,2021-07-20T00:00:00Z,SLUBlog,German,domestic studies,Jens Bemme
http://www.wikidata.org/entity/Q107593754,Digitale Heimatforschung mit Wikidata – ein Workshopbericht über verlinkendes Datendenken,2021-07-20T00:00:00Z,SLUBlog,German,homeland research,Jens Bemme
http://www.wikidata.org/entity/Q113481885,How does a Wikiversity city work?,2022-11-09T00:00:00Z,"ABI Technik, Zeitschrift für Automation, Bau und Technik im Archiv-, Bibliotheks- und Informationswesen",German,Wikiversity,Jens Bemme
http://www.wikidata.org/entity/Q122761249,Using Large Language Models for Knowledge Engineering (LLMKE): A Case Study on Wikidata,2023-09-15T00:00:00Z,,English,Wikidata,"Elena Simperl, Albert Meroño-Peñuela, Bohui Zhang"
http://www.wikidata.org/entity/Q121536471,Die Datenlaube is coming to school: links and sources for special learning achievements,2023-08-17T00:00:00Z,SLUBlog,German,Wikidata,"Jens Bemme, Juliane Flade"
http://www.wikidata.org/entity/Q109491700,Own metadata for own blogposts – Bibliographies with open data and Wikidata,2021-11-22T00:00:00Z,Public Humanities,German,bibliographic metadata,Jens Bemme
http://www.wikidata.org/entity/Q113715187,"A common standard for geckelemuckpeschünck: results of the workshop ""From handwriting to machine-readable text""",2022-08-12T00:00:00Z,SLUBlog,German,Wikidata,Juliane Flade
http://www.wikidata.org/entity/Q113692860,Connecting IndExs Editors and exsiccata IDs with Wikidata for Disambiguation of People Names and Work in Botanical and Mycological Collections,2022-08-23T00:00:00Z,Biodiversity Information Science and Standards,,Wikidata,
http://www.wikidata.org/entity/Q63983268,Fast Interval Joins for Temporal SPARQL Queries,2019-01-01T00:00:00Z,Companion Proceedings of The 2019 World Wide Web Conference on - WWW '19,English,Wikidata,"Heiner Stuckenschmidt, Melisachew Wudage Chekol, Giuseppe Pirrò"
http://www.wikidata.org/entity/Q108299945,Context Matrix Methods for Property and Structure Ontology Completion in Wikidata,2021-04-30T00:00:00Z,Proceedings of the ... IEEE Systems and Information Engineering Design Symposium. IEEE Systems and Information Engineering Design,,data model,
http://www.wikidata.org/entity/Q121536471,Die Datenlaube is coming to school: links and sources for special learning achievements,2023-08-17T00:00:00Z,SLUBlog,German,Kamenz Wochenschrift,"Jens Bemme, Juliane Flade"
http://www.wikidata.org/entity/Q116282238,L'anagrafe delle Biblioteche italiane in Wikidata,2022-01-01T00:00:00Z,Bibelot,Italian,Anagrafe delle biblioteche italiane,Davide Rolleri
http://www.wikidata.org/entity/Q110233852,Digitale Heimatforschung – das war 2021,2021-12-21T00:00:00Z,saxorum.hypotheses.org,German,digitization,Jens Bemme
http://www.wikidata.org/entity/Q58773261,"Spread open knowledge to create new one. Report of the conference “Challenges and Alliances between Libraries and Wikipedia” (Central National Library of Florence, November 10th 2017",2018-08-03T00:00:00Z,Bibliothecae.it,Italian,Wikisource,Luigi Catalani
http://www.wikidata.org/entity/Q87813234,Wikidata and DBpedia: A Comparative Study,2018-01-01T00:00:00Z,Lecture Notes in Computer Science,English,Wikidata,
http://www.wikidata.org/entity/Q63278360,OpenTapioca: Lightweight Entity Linking for Wikidata,2019-04-19T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,Wikidata,Antonin Delpeuch
http://www.wikidata.org/entity/Q110629001,COOL-WD: A Completeness Tool for Wikidata,,,,knowledge graph completion,"Werner Nutt, Simon Razniewski, Fariz Darari, Radityo Eko Prasojo"
http://www.wikidata.org/entity/Q56765124,Gender gap through time and space: A journey through Wikipedia biographies via the Wikidata Human Gender Indicator,2018-06-18T00:00:00Z,New Media & Society,English,gender bias on Wikipedia,"Maximilian Klein, Piotr Konieczny"
http://www.wikidata.org/entity/Q122604523,Response to Marcin Roszkowski 2023: Modelling doctoral dissertations in Wikidata knowledge graph: Selected issues,2023-09-01T00:00:00Z,The Journal of Academic Librarianship,English,Wikidata,Tamsin L. Braisher.
http://www.wikidata.org/entity/Q110292457,Auf Alt-Leipziger Kneipentour durch Raum und Zeit – eine Projektskizze,2021-12-28T00:00:00Z,saxorum.hypotheses.org,German,open data,Alan Riedel
http://www.wikidata.org/entity/Q90879972,Named Entity Extraction of Wikidata Items,2019-12-01T00:00:00Z,,English,named entity,
http://www.wikidata.org/entity/Q56659655,"Linked data quality of DBpedia, Freebase, OpenCyc, Wikidata, and YAGO",2017-11-30T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",English,Freebase,"Achim Rettinger, Carsten Menne, Michael Färber"
http://www.wikidata.org/entity/Q106474577,Linking Women Editors of Periodicals to the Wikidata Knowledge Graph,2021-02-27T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",English,female,"Katherine Thornton, Kenneth Seals-Nutt, Marianne Van Remoortel, Julie M. Birkholz"
http://www.wikidata.org/entity/Q117074054,Metodología para la incorporación de información geográfica en Wikidata,2023-02-24T00:00:00Z,Revista de Estudios Andaluces,Spanish,geographic information system,Ángel Obregón Sierra
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,English,OpenStreetMap,
http://www.wikidata.org/entity/Q105389003,Using Wikidata for Video Game Research,2019-10-18T00:00:00Z,,English,Wikidata,Tracy Arndt
http://www.wikidata.org/entity/Q105002816,Prozkoumejte Česko na Wikidatech: 10 nejlepších Queries datového žurnalisty,2017-07-02T00:00:00Z,Wikimedia Czech Republic Blog,,Czech Republic,Vojtěch Dostál
http://www.wikidata.org/entity/Q90557988,"A protocol for adding knowledge to Wikidata, a case report",2020-04-07T00:00:00Z,bioRxiv,,SARS-CoV-2,"Andra Waagmeester, Andrew I. Su, Egon Willighagen, Martina Summer-Kutmon, Peter J. Schaap, Jasper Koehorst, José Emilio Labra Gayo, Daniel Fernández-Álvarez, Lisa M. Verhagen"
http://www.wikidata.org/entity/Q101086216,RuBQ: A Russian Dataset for Question Answering over Wikidata,2020-01-01T00:00:00Z,"The Semantic Web – ISWC 2020: 19th International Semantic Web Conference, Athens, Greece, November 2–6, 2020, Proceedings, Part II",English,question answering,Pavel Braslavski
http://www.wikidata.org/entity/Q64411315,Enriching Bibliographic Data by Combining String Matching and the Wikidata Knowledge Graph to Improve the Measurement of International Research Collaboration,2019-05-30T00:00:00Z,,English,collaboration,"Markus Luczak-Roesch, Jesse David Dinneen"
http://www.wikidata.org/entity/Q106630348,ShExStatements: Simplifying Shape Expressions for Wikidata,2021-04-01T00:00:00Z,Wiki Workshop 2021 proceedings,English,Shape Expressions,John Samuel
http://www.wikidata.org/entity/Q28942543,Building automated vandalism detection tools for Wikidata,2017-03-10T00:00:00Z,Proceedings of the 26th International Conference on World Wide Web Companion,English,data quality of Wikidata,"Aaron Halfaker, Dario Taraborelli, Amir Sarabadani"
http://www.wikidata.org/entity/Q106691837,The relationship between Wikidata and the National Namespace,2021-04-17T00:00:00Z,Library Review,Hungarian,Wikidata,
http://www.wikidata.org/entity/Q56659655,"Linked data quality of DBpedia, Freebase, OpenCyc, Wikidata, and YAGO",2017-11-30T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",English,knowledge graph,"Achim Rettinger, Carsten Menne, Michael Färber"
http://www.wikidata.org/entity/Q90557988,"A protocol for adding knowledge to Wikidata, a case report",2020-04-07T00:00:00Z,bioRxiv,,Wikidata,"Andra Waagmeester, Andrew I. Su, Egon Willighagen, Martina Summer-Kutmon, Peter J. Schaap, Jasper Koehorst, José Emilio Labra Gayo, Daniel Fernández-Álvarez, Lisa M. Verhagen"
http://www.wikidata.org/entity/Q105833381,COVIWD: COVID-19 Wikidata Dashboard,2021-03-01T00:00:00Z,Jurnal Ilmu Komputer dan Informasi,,COVID-19 pandemic,Fariz Darari
http://www.wikidata.org/entity/Q115781260,Cultural information bubbles: A new approach for automatic ethical evaluation of digital artwork collections based on Wikidata,2022-01-01T00:00:00Z,Digital Scholarship in the Humanities,English,digital collection,Maayan Geffet-Tamir
http://www.wikidata.org/entity/Q87813195,Template-based multilingual football reports generation using Wikidata as a knowledge base,2018-01-01T00:00:00Z,,English,knowledge base,
http://www.wikidata.org/entity/Q48719074,A Reconciliation Recipe for Wikidata,2018-02-12T00:00:00Z,,English,Wikidata,Martin Poulter
http://www.wikidata.org/entity/Q64225211,Using Shape Expressions (ShEx) to Share RDF Data Models and to Guide Curation with Rigorous Validation,2019-05-25T00:00:00Z,"The Semantic Web: 16th International Conference, ESWC 2019, Portorož, Slovenia, June 2–6, 2019, Proceedings",English,data sharing,"Daniel Mietchen, Andra Waagmeester, Gregory Stupp, Harold Solbrig, Eric G. Prud'hommeaux, Katherine Thornton, José Emilio Labra Gayo"
http://www.wikidata.org/entity/Q27036465,Introducing Wikidata to the Linked Data Web,2014-01-01T00:00:00Z,"The Semantic Web – ISWC 2014, Part I",English,linked data,"Denny Vrandečić, Markus Krötzsch, Fredo Erxleben, Michael Günther, Julian Alfredo Mendez"
http://www.wikidata.org/entity/Q116784648,"2nd interim report of the ""SFB 1853"" - four years of the citizen science and open data project Die Datenlaube",2023-02-16T00:00:00Z,saxorum.hypotheses.org,German,Regional bibliography of Saxony,"Jens Bemme, Christian Erlinger, Matthias Erfurth"
http://www.wikidata.org/entity/Q101086311,Structured Knowledge: Have we made progress? An extrinsic study of KB coverage over 19 years,2020-10-19T00:00:00Z,Proceedings of the 29th ACM International Conference on Information & Knowledge Management,English,Wikidata,"Priyanka Das, Simon Razniewski"
http://www.wikidata.org/entity/Q93634446,Nearby: die St.-Jakobus-Kirche in Pesterwitz,2020-05-08T00:00:00Z,saxorum.hypotheses.org,German,transliteration,Jens Bemme
http://www.wikidata.org/entity/Q27036495,Enriching Wikidata with Frame Semantics (2016),2016-06-01T00:00:00Z,Proceedings of the 5th Workshop on Automated Knowledge Base Construction,English,FrameNet,Iryna Gurevych
http://www.wikidata.org/entity/Q110635790,My Nearby projects – from Open Data Camp 2021 into the New Year of Citizen Science,2022-01-20T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,Matthias Erfurth
http://www.wikidata.org/entity/Q99196713,Using logical constraints to validate information in collaborative knowledge graphs: a study of COVID-19 on Wikidata,2020-08-30T00:00:00Z,Zenodo,English,WikiProject COVID-19,"Dariusz Jemielniak, Daniel Mietchen, Diptanshu Das, Houcemeddine Turki, Mossab Banat, José Emilio Labra Gayo, Eric G. Prud'hommeaux, Mohamed Ali Hadj Taieb, Thomas Shafee, Mohamed Ben Aouicha, Tiago Lubiana"
http://www.wikidata.org/entity/Q105389003,Using Wikidata for Video Game Research,2019-10-18T00:00:00Z,,English,video game,Tracy Arndt
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,Public Humanities,English,street or road name,
http://www.wikidata.org/entity/Q41004782,Where the Streets Have Known Names,2016-01-01T00:00:00Z,Lecture Notes in Computer Science,English,Wikidata,"Alexander Zipf, Paulo Dias Almeida, Jorge Gustavo Rocha"
http://www.wikidata.org/entity/Q108799588,Mapping of ImageNet and Wikidata for Knowledge Graphs Enabled Computer Vision,2021-07-02T00:00:00Z,"24th International Conference on Business Information Systems, BIS 2021, Hannover, Germany, June 15-17, 2021",,knowledge graph,"Dominik Filipiak, Agata Filipowska, Anna Fensel"
http://www.wikidata.org/entity/Q62747324,The treasure behind Görlitz’s age-old walls,2013-11-14T00:00:00Z,Wikimedia Blog,English,Upper Lusatian house,Conrad Nutschan
http://www.wikidata.org/entity/Q41078402,"One Knowledge Graph to Rule Them All? Analyzing the Differences Between DBpedia, YAGO, Wikidata & co",2017-01-01T00:00:00Z,"KI 2017: Advances in Artificial Intelligence: 40th Annual German Conference on AI, Dortmund, Germany, September 25–29, 2017, Proceedings",English,DBpedia,Heiko Paulheim
http://www.wikidata.org/entity/Q115781260,Cultural information bubbles: A new approach for automatic ethical evaluation of digital artwork collections based on Wikidata,2022-01-01T00:00:00Z,Digital Scholarship in the Humanities,English,Rijksmuseum,Maayan Geffet-Tamir
http://www.wikidata.org/entity/Q115055567,Getting and hosting your own copy of Wikidata,2022-11-04T00:00:00Z,Proceedings of the 3rd Wikidata Workshop 2022,English,mirror site,"Christoph Lange, Stefan Decker, Wolfgang Fahl, Tim Holzheim, Andrea Westerinen"
http://www.wikidata.org/entity/Q112320621,"A cross-verified database of notable people, 3500BC-2018AD",2022-06-09T00:00:00Z,Scientific Data,English,human,"Etienne Wasmer, Morgane Laouénan, Palaash Bhargava, Jean-Benoît Eyméoud, Olivier Gergaud, Guillaume Plique"
http://www.wikidata.org/entity/Q21503276,Utilizing the Wikidata system to improve the quality of medical content in Wikipedia in diverse languages: a pilot study,2015-05-05T00:00:00Z,Journal of Medical Internet Research,English,Wikimedia in education,"Matthias Samwald, Tobias Schönberg, Alexander Pfundner, John Horn, Richard David Boyce"
http://www.wikidata.org/entity/Q118139086,Environmental impact assessment reports in Wikidata and a Wikibase,2023-07-19T00:00:00Z,Joint Proceedings of the ESWC 2023 Workshops and Tutorials,English,Wikibase,"Finn Årup Nielsen, Ivar Lyhne, Darío Garigliotti, Emilia Ravn-Bøss, Katja Hose, Lone Kørnøv"
http://www.wikidata.org/entity/Q114356267,Using logical constraints to validate statistical information about disease outbreaks in collaborative knowledge graphs: the case of COVID-19 epidemiology in Wikidata,2022-09-29T00:00:00Z,PeerJ Computer Science,English,COVID-19 pandemic,"Dariusz Jemielniak, Daniel Mietchen, Thomas Shafee, Diptanshu Das, Mossab Banat, Eric G. Prud'hommeaux, José Emilio Labra Gayo, Houcemeddine Turki, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, Tiago Lubiana"
http://www.wikidata.org/entity/Q41799194,"Scholia, Scientometrics and Wikidata",2017-10-01T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,Wikidata,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q103798089,Data Roundtripping: a new frontier for GLAM-Wiki collaborations,2019-12-13T00:00:00Z,,English,metadata,Sandra Fauconnier
http://www.wikidata.org/entity/Q107806487,Wikidata Support in the Creation of Rich Semantic Metadata for Historical Archives,2021-05-12T00:00:00Z,Applied Sciences,English,metadata,
http://www.wikidata.org/entity/Q121434593,Evidence of Large-Scale Conceptual Disarray in Multi-Level Taxonomies in Wikidata,2023-01-01T00:00:00Z,,English,Wikidata,
http://www.wikidata.org/entity/Q110233852,Digitale Heimatforschung – das war 2021,2021-12-21T00:00:00Z,saxorum.hypotheses.org,German,2021,Jens Bemme
http://www.wikidata.org/entity/Q105332598,Die mehrsprachige Datenlaube – obersorbisch beispielsweise,2021-02-05T00:00:00Z,Die Datenlaube,German,Die Gartenlaube,Christian Erlinger
http://www.wikidata.org/entity/Q113730447,Ethical Considerations of Including Personal Demographic Information in Open Knowledge Platforms,2022-07-27T00:00:00Z,KULA knowledge creation dissemination and preservation studies,,ethics,"Kurt Hanselman, Nerissa Lindsey"
http://www.wikidata.org/entity/Q84984958,Vandalism Detection in Crowdsourced Knowledge Bases,2019-01-01T00:00:00Z,,English,Wikidata,Stefan Heindorf
http://www.wikidata.org/entity/Q109491700,Own metadata for own blogposts – Bibliographies with open data and Wikidata,2021-11-09T00:00:00Z,Public Humanities,German,Wikidata,Jens Bemme
http://www.wikidata.org/entity/Q106708178,A resource to explore the discovery of rare diseases and their causative genes,2021-05-04T00:00:00Z,Scientific Data,English,rare disease,"Chris T. Evelo, Egon Willighagen, Martina Summer-Kutmon, Friederike Ehrhart, Leopold M G Curfs"
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,English,Leipzig University,
http://www.wikidata.org/entity/Q56669087,The connection between library data and community participation: the project SHARE Catalogue-Wikidata,2018-09-15T00:00:00Z,JLIS.it,Italian,Wikidata,"Claudio Forziati, Valeria Lo Castro"
http://www.wikidata.org/entity/Q104240949,Familiar Wikidata: The Case for Building a Data Source We Can Trust,2020-10-31T00:00:00Z,Pop! Public Open Participatory,English,Bartlett's Familiar Quotations,Constance Crompton
http://www.wikidata.org/entity/Q63994051,"Comparing DBpedia, Wikidata, and YAGO for Web Information Retrieval",2019-01-01T00:00:00Z,Lecture Notes in Networks and Systems,English,information retrieval,
http://www.wikidata.org/entity/Q101091844,Automatic synchronization of RDF graphs representing ontologies and Wikibase instances,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,Wikibase,"José Emilio Labra Gayo, Alejandro González Hevia"
http://www.wikidata.org/entity/Q108208862,Creating and Querying Personalized Versions of Wikidata on a Laptop,2021-08-06T00:00:00Z,Proceedings of the 2nd Wikidata Workshop (Wikidata 2021),English,Wikidata,"Daniel Garijo, Pedro Szekely, Filip Ilievski, Hans Chalupsky, Kartik Shenoy"
http://www.wikidata.org/entity/Q114796466,Order Studies and Standard Data - the Example of the Royal Saxon House Order of the Raven Crown,2022-10-13T00:00:00Z,saxorum.hypotheses.org,German,digital humanities,
http://www.wikidata.org/entity/Q110112164,A botanical demonstration of the potential of linking data using unique identifiers for people,2021-12-14T00:00:00Z,PLOS One,,linked open data,"Heimo Rainer, Anton Güntsch, Quentin J. Groom, David Shorthouse, Mathias Dillen, David Fichtmüller, Elspeth Margaret Haston, Roger Hyam, Dominik Röpert, Maarten Trekels, Jörg Holetschek"
http://www.wikidata.org/entity/Q111490765,Survey on English Entity Linking on Wikidata: Datasets and approaches,2022-01-27T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",,Wikidata,"Jens Lehmann, Ricardo Usbeck"
http://www.wikidata.org/entity/Q111490765,Survey on English Entity Linking on Wikidata: Datasets and approaches,2022-01-27T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",,English,"Jens Lehmann, Ricardo Usbeck"
http://www.wikidata.org/entity/Q112993856,Enriching Wikidata with Linked Open Data,2022-07-01T00:00:00Z,Proceedings of the 3rd Wikidata Workshop 2022,English,linked open data,"Bohui Zhang, Pedro Szekely, Filip Ilievski"
http://www.wikidata.org/entity/Q118806427,Clustering Wikidata’s Organizational Entities with Latent Semantic Index,2019-01-01T00:00:00Z,Data Analysis and Knowledge Discovery,Chinese,Wikidata,
http://www.wikidata.org/entity/Q88091985,SPARQLing ᚑᚌᚆᚐᚋ Stones: New options for analysing analog editions by digitisation in Wikidata,2020-02-21T00:00:00Z,Graph Technologies in the Humanities 2020,English,Ogham,"Florian Thiery, Sophie C. Schmidt"
http://www.wikidata.org/entity/Q26707522,Enabling Open Science: Wikidata for Research (Wiki4R),2015-12-22T00:00:00Z,Research Ideas and Outcomes,English,Wikidata,"Lydia Pintscher, Egon Willighagen, Daniel Mietchen, Asunción Gómez Pérez, Daniel Kinzler, Gregor Hagedorn, Eduard Aibar, Alastair Dunning, Karima Rafes, Cécile Germain, Mariano Rico"
http://www.wikidata.org/entity/Q41799194,"Scholia, Scientometrics and Wikidata",2017-10-01T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,SPARQL,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q97668365,Fragen gibt es überall. #1Lib1Nearby-Sommerprojekte für #MenschenInBibliotheken,2020-07-23T00:00:00Z,SLUBlog,German,Wikidata,Jens Bemme
http://www.wikidata.org/entity/Q61217831,"„Eisberg voraus!“ – Sächsische Landeskunde mit SXRM, Wikisource und Wikidata",2019-01-30T00:00:00Z,Saxorum,German,Die Gartenlaube,Jens Bemme
http://www.wikidata.org/entity/Q68471881,Wikidata: A large-scale collaborative ontological medical database,2019-09-23T00:00:00Z,Journal of Biomedical Informatics,English,Wikidata,"Denny Vrandečić, Diptanshu Das, Houcemeddine Turki, Thomas Shafee, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, Helmi Hamdi"
http://www.wikidata.org/entity/Q113481885,How does a Wikiversity city work?,2022-11-09T00:00:00Z,"ABI Technik, Zeitschrift für Automation, Bau und Technik im Archiv-, Bibliotheks- und Informationswesen",German,tactical urbanism,Jens Bemme
http://www.wikidata.org/entity/Q107425133,A Study of the Quality of Wikidata,2021-06-30T00:00:00Z,,English,data quality of Wikidata,"Daniel Garijo, Daniel Schwabe, Pedro Szekely, Filip Ilievski, Kartik Shenoy"
http://www.wikidata.org/entity/Q110635790,My Nearby projects – from Open Data Camp 2021 into the New Year of Citizen Science,2022-01-20T00:00:00Z,saxorum.hypotheses.org,German,Die Datenlaube,Matthias Erfurth
http://www.wikidata.org/entity/Q106708178,A resource to explore the discovery of rare diseases and their causative genes,2021-05-04T00:00:00Z,Scientific Data,English,scientific literature,"Chris T. Evelo, Egon Willighagen, Martina Summer-Kutmon, Friederike Ehrhart, Leopold M G Curfs"
http://www.wikidata.org/entity/Q89071278,Regionale Kulturdatenquellen: alte Texte über Sachsen mit Wikisource verbessern,2020-03-31T00:00:00Z,saxorum.hypotheses.org,German,Saxony,Jens Bemme
http://www.wikidata.org/entity/Q27036490,Managing and Consuming Completeness Information for Wikidata Using COOL-WD,2016-01-01T00:00:00Z,,English,data quality of Wikidata,"Werner Nutt, Fariz Darari, Radityo Eko Prasojo, Simon Razniewski"
